x,y,vx,vy
3.894899372804367204e+02,-1.401439774360124204e+02,1.146763587377592941e+01,-1.892864004933464184e+00
3.906367290795278677e+02,-1.403333189216531594e+02,1.151610294769278120e+01,-1.911442926724491009e+00
3.917883693707835846e+02,-1.405245264416651594e+02,1.156384081240470074e+01,-1.926422293577543243e+00
3.929447888538649636e+02,-1.407172242010506693e+02,1.160914229750836313e+01,-1.938131057233208221e+00
3.941057383127364915e+02,-1.409110857326379573e+02,1.165184495585497970e+01,-1.951922116894973858e+00
3.952709494216878170e+02,-1.411063265831940328e+02,1.169488208281548758e+01,-1.963215668274922887e+00
3.964404656030508818e+02,-1.413026961224578599e+02,1.173692973844898013e+01,-1.976916859831602036e+00
3.976141872278939786e+02,-1.415004406904463963e+02,1.177643607139804871e+01,-1.989710140658132342e+00
3.987918633284983230e+02,-1.416994628407115044e+02,1.181516122925516221e+01,-1.998964948604738057e+00
3.999734172589945160e+02,-1.418994040248185797e+02,1.185188027770241526e+01,-2.005644156868785277e+00
4.011586394537952174e+02,-1.421000116165767224e+02,1.188564125217376422e+01,-2.010568437672548114e+00
4.023472419972874832e+02,-1.423011125046879499e+02,1.191791255769324387e+01,-2.015193405023961493e+00
4.035390707149927607e+02,-1.425026749676030704e+02,1.194753776281886992e+01,-2.017254357815630339e+00
4.047338631808541436e+02,-1.427044403683452174e+02,1.197594691726469840e+01,-2.018848042657190867e+00
4.059314924713534083e+02,-1.429063637216235350e+02,1.200257465848050309e+01,-2.015592149439697334e+00
4.071317804566411951e+02,-1.431079600437832084e+02,1.202597611829364332e+01,-2.009970013676499079e+00
4.083344001669326531e+02,-1.433089934431189363e+02,1.204786473892722221e+01,-2.004036158826757230e+00
4.095392072559444046e+02,-1.435094282804749923e+02,1.206630565052963355e+01,-1.996796302788720112e+00
4.107458547686372867e+02,-1.437091296343629949e+02,1.208120993418481071e+01,-1.990350872144060368e+00
4.119539914959610201e+02,-1.439081784528849539e+02,1.209166050079232413e+01,-1.984604985471605687e+00
4.131631681513121634e+02,-1.441066504447796888e+02,1.209756753733213586e+01,-1.981151567701825211e+00
